Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316767.2098,317180.6587,322963.5421,326031.1577,334937.5383,342969.9777,347444.2629,355357.4908,373127.931,376218.6568,375632.8677,377769.373,398651.8548,411121.2635,419876.243,436996.973,436259.0159,463081.6647,480703.3813,481251.2037,497654.7155,502230.7136,487468.705,489075.7884,492826.7068,501370.3302,506100.4756,507551.0086,510884.914,522988.0269,535800.1473,,,
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6735.57274,7018.87361,7124.43448,7209.86285,7462.89122,7825.029591,8671.811366,9396.953142,9959.927417,10782.37169,9560.365968,8347.272951,10195.37243,10506.94192,10500.3189,10731.72838,11176.055,11610.47661,12904.92073,13385.46484,15196.10646,15500.4959,15631.98785,15823.11729,16300.02674,15943.92618,15813.33064,15597.86259,15919.02455,15679.104,16222.03596,,,
Africa Western and Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244358.2367,264354.831,274645.4203,279878.2645,286162.8265,284331.5308,294003.3998,293990.7439,289327.603,280695.9521,287415.0536,287327.7596,280831.8129,302782.6889,310344.3498,322300.7632,320650.3698,316876.1156,316698.6564,313617.6647,331939.6805,338229.4376,340353.7297,343452.4945,350852.2768,356800.0516,366791.2597,373075.8104,383100.9811,392786.2068,396651.3749,,,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21316.78281,21593.96632,22165.15234,22754.71835,23720.63686,25458.37788,25690.9888,26088.56973,28337.72315,27517.93908,27459.2825,27461.15,29195.3,31225.92,32190.235,33940.2375,33496.67019,36458.98038,37601.57807,36731.97826,38100.52595,37827.83037,36964.16479,37028.61921,36190.28613,38455.63556,38558.28907,37896.82008,34015.56609,35023.4996,32703.23811,,,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544.179018,3496.030063,3408.133609,3487.524654,4078.360699,4079.841745,3908.034151,3702.706557,3564.438963,3614.401369,3665.113775,3607.007937,3561.112099,3572.183761,3499.262922,3485.974584,3436.85691,3304.341736,3133.841562,3023.683888,3029.718714,3019.352135,3060.733056,3060.841477,3086.507398,3105.39582,3092.440833,3047.750846,3008.433359,2848.125872,2692.195886,,,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.591023,23.636224,24.681425,25.726626,26.771827,27.817028,28.811622,29.806217,30.800811,31.795405,32.79,34.605504,36.421009,38.236513,40.052018,41.867522,43.697283,45.527044,47.356805,49.186566,51.016327,51.148002,51.279676,51.411351,51.543025,51.6747,52.059952,52.445203,52.830455,53.215707,53.600959,,,
Arab World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400520.2406,401118.9993,415914.0515,441854.6591,463449.5814,477472.1116,488128.9675,504045.5401,519382.2789,526284.0476,548484.6152,540976.8793,541270.5305,564272.339,577327.8592,596684.3271,605790.4047,608413.3008,620362.1553,606708.0097,621596.7051,605712.1866,652341.8252,636022.0263,627157.0923,634690.8434,654705.6582,670315.5955,685632.6403,694250.4501,649060.9874,,,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21809.86706,23846.96342,23636.08228,23875.58864,25385.645,25933.44167,26898.29583,27222.625,27282.55917,26252.98833,27691.025,29052.7325,28736.74,32243.9675,34134.4775,36907.36,39067.90423,39507.22097,40975.7477,39666.94193,41466.75367,44911.71408,47042.9045,49435.20242,50171.81284,53345.24076,55510.72518,54622.7721,55329.91152,58152.42344,56944.70537,,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111946.93,111150.8875,113484.28,112657.41,113949.8825,115661.43,114921.205,115552.54,114526.1175,118192.48,119811.105,120443.1962,123719.9224,131292.9261,132880.0748,131957.976,134304.3686,134281.0012,133752.4012,127281.1338,119294.5639,118321.2923,121744.7231,123305.8615,124480.9874,124872.4333,126454.1365,130277.6547,130947.533,132855.1587,131035.6894,,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.259623,3446.608916,3160.305837,2899.231248,2730.94416,2566.212071,2411.595657,2260.054243,2058.650329,1913.886414,1800.4125,1847.5025,1900.5775,1954.2275,2012.4875,2045.47,2094.6225,2168.8325,2210.235,2174.7425,2203.9725,2214.40104,2271.224581,2361.520621,2413.531662,2466.930202,2487.234485,2433.451268,2347.375551,2323.339834,2319.921617,,,
American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.550614,131.354828,136.446543,141.895757,147.434971,152.641686,156.675194,161.596202,166.39721,171.655718,176.444227,179.884349,182.969471,186.017094,189.257216,191.877339,194.171686,196.028534,198.107882,200.08973,186.231578,188.395993,190.435409,192.427325,194.50924,196.563656,198.516589,200.589522,202.304955,203.200389,204.865822,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143963.4518,144369.5952,142589.2461,141173.3985,142055.5843,141174.8666,135242.431,136333.0255,140251.3865,155000.7971,165945.0627,176871.5074,170481.6823,130893.3894,151512.9589,133024.2817,151664.4966,149356.4064,133197.6192,137197.9021,129412.3143,177596.5253,176798.0167,140883.7869,154126.1748,151225.3204,134687.3658,157518.4258,156428.4008,144211.7857,131484.7632,,,
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11849.61016,11850.46675,11647.62936,11326.82428,10931.30899,10444.8298,10268.89084,9946.179413,9667.965914,9540.496827,9281.673609,9168.185707,9050.624835,8898.768431,8814.063124,8623.939461,8486.546794,8332.243329,8249.81944,8072.84508,8107.730705,7922.195199,7770.628685,7633.338547,7441.51378,7391.89149,7313.564413,7270.289799,7081.285186,6963.743072,6863.078458,,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19093.13578,18075.1885,16142.575,11378.03,6653.865,6773.482977,6653.261922,6798.550868,7274.412314,7863.258759,8003.910205,8500.023334,8630.138964,8832.022093,8996.237723,10256.42585,12035.83568,14033.1655,15466.12032,16227.81015,16320.30747,15694.25806,15793.74864,16100.89423,15912.72982,15854.2904,15762.92403,15381.09765,15705.63377,16038.22239,15733.13101,,,
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.927605,609.520329,614.433053,595.510777,538.971,552.011224,545.422483,566.041241,504.655,507.094286,518.971071,535.217857,520.219643,539.458929,573.018214,604.2925,657.641585,695.07817,750.724755,826.398841,926.155426,1008.178617,1009.981808,1207.307499,1168.25069,1161.346382,1324.809409,1608.234937,1607.025465,1364.913493,1258.19152,,,
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13259.17184,13353.09998,13160.77149,12965.86828,13010.78712,13131.89156,13010.52741,12816.83813,12553.51235,12609.66914,12136.78323,11627.30584,11079.20172,10399.40021,10258.02183,9987.294477,9833.792258,9645.848857,9452.72019,9364.715647,9238.658108,8991.431876,8831.77803,8609.355986,8540.058697,8528.701682,8446.14364,8164.824385,8182.82513,8081.030875,7974.086619,,,
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162.093028,2254.431923,2296.368317,2310.227211,2468.558606,2292.05,2721.91,2803.65,2937.3225,2842.2825,3077.46,2663.905391,2923.718282,2844.966173,2808.599064,3176.851955,3070.885346,3162.918737,3065.977127,3153.880518,3116.818909,3235.699167,3296.946926,3510.637184,3463.059943,3531.217701,3687.508543,3713.244385,3821.127728,3965.78607,4029.619412,,,
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6143.182661,6343.903871,6519.73008,6651.14379,6829.7925,7054.73621,7350.560679,7643.760148,7704.079618,7855.326587,8419.093556,8093.779156,8400.382256,10412.81036,10713.44596,11009.05156,10911.8739,11165.82125,11538.0211,11944.91844,12514.07079,12751.29497,12795.78415,13165.30083,13442.55502,13619.6317,14301.57899,14502.05378,14640.46857,15021.63586,15408.27314,,,
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65600.76852,65690.38816,66436.2678,66661.10244,67584.01958,68372.5297,68007.35053,68570.42135,68225.50968,70245.25551,70956.84134,71171.035,72573.15,73584.8075,73450.79,75267.825,76506.78864,77349.77978,80079.68592,81259.09957,82725.43571,83394.6973,83964.3664,84714.54549,85364.39209,86144.75118,85922.57038,88027.12708,87879.10377,88389.53797,88903.99717,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16367.627,15347.23866,14807.73592,13513.75854,11719.03469,12005.06226,12064.42144,11565.02397,11064.78727,10653.71619,10576.78129,9974.247935,9441.205217,9841.95877,9328.292083,8905.041245,8516.536911,8593.048026,8316.769412,7966.41819,7812.117078,8067.344801,7782.703638,7520.856162,7503.743761,7412.594185,7120.667898,7085.362579,6983.30226,6857.289441,6980.496622,,,
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048.410585,5054.726689,5298.250293,5472.806396,5594.8925,6099.51054,6632.874635,7277.43873,7863.662825,8394.24942,8956.063515,9256.019508,9588.2405,9908.493993,10151.42749,10634.75598,11227.24476,11826.98104,12458.69732,12965.3411,13578.00988,14013.25534,14217.39831,15131.84877,15569.79173,15890.96719,16348.27006,16701.04293,16975.72579,17483.53116,17641.43403,,,
"Bahamas, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.817313,146.840584,149.346356,151.512127,153.687899,156.94617,159.099292,160.957414,165.445536,168.371158,167.09678,168.396097,172.212914,171.344731,186.504047,181.568364,182.818184,186.685503,195.925323,192.587642,192.277462,204.449805,199.352149,208.354492,204.434336,209.089179,212.091188,217.785696,213.537704,216.424712,223.17922,,,
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5167.428595,5095.055252,3343.045186,2531.783613,2496.216444,2279.727847,2524.281869,2956.101724,3235.445507,3382.171553,3530.023432,3505.472572,2888.208975,3123.36014,3314.411066,3413.773302,3606.834586,3787.973251,3882.990487,3994.513437,3797.328133,3882.064734,3799.630026,3797.8175,3546.010357,3597.319799,3580.446749,3523.448699,3697.933149,3657.090099,3660.954549,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20534.53432,20114.0053,17996.847,17085.77033,16242.51096,15420.48339,15164.04579,14950.31842,14884.43389,14722.91923,14330.50629,14089.24107,13886.18376,13964.7766,14389.84126,14153.38035,14550.10415,14948.40187,15772.96078,15834.46177,16298.92727,15984.85273,16251.87489,16917.91167,16990.73179,17232.56776,16810.77264,17011.16583,17027.96903,17032.60472,17079.26291,,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6108.344355,6222.642016,6362.717178,6470.254839,6594.1075,5501.842323,4435.568029,3375.518736,2316.434443,1257.882649,183.505856,208.687596,226.671836,252.656076,247.327817,260.787057,317.985897,373.641403,421.55441,470.912417,523.643822,527.304454,502.657586,520.228219,467.636351,461.136983,469.717552,484.180622,491.268691,506.17676,514.044829,,,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15435.0925,15964.3125,16360.14,15880.105,15578.8425,14944.495,15058.09,16009.285,16138.435,16698.9725,16900.3975,16850.33,18299.1775,18463.4675,19939.2575,20972.23734,21007.78812,21419.58891,21762.11469,21861.85048,23956.10376,23720.62281,24444.69185,25193.21089,25044.06993,25522.23148,26038.87177,25928.01456,25755.57734,26421.00763,26597.78542,,,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284532.9125,293636.64,299018.4025,300156.715,306538.5025,312677.465,302588.9675,309693.3375,318104.9725,323664.2025,331764.46,344887.8,364584.8725,380946.59,397530.1725,405785.2925,403216.4175,404088.565,404028.595,407797.8875,427893.4175,427541.9469,429746.4462,427079.8581,433815.2275,440618.0569,442998.9861,441517.7053,435783.5045,443522.1588,449213.973,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.516828,2110.666692,2149.279056,2183.42142,2221.716284,2230.871982,2241.693527,2248.055072,2258.380411,2267.21575,2275.846088,2273.504772,2271.320955,2269.612139,2268.045822,2265.952006,2268.589086,2272.736167,2280.173247,2288.062827,2294.819907,2300.141377,2306.417847,2312.621817,2318.263286,2323.977256,2330.983995,2339.070735,2345.922474,2353.026713,2359.570952,,,
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.806884,1497.653671,1595.082958,1679.809745,1636.179032,1674.865819,1637.816344,1648.961869,1585.864895,1744.32042,1849.905946,1788.495525,1914.175105,2034.227184,2038.369263,1995.826342,2189.584176,2046.59201,2121.789843,1924.455177,1922.33051,1972.759071,1924.160132,1763.671194,1741.344755,1668.833316,1656.69293,1721.400043,1686.527157,1637.264271,1538.873884,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.387159,570.17604,540.40242,538.928801,537.755181,585.446562,569.725249,566.356437,562.045125,585.033812,557.31,512.109053,511.253106,511.077158,514.598711,582.662764,567.702554,576.922345,507.247135,541.396925,542.111716,537.593968,531.20872,538.070972,505.430724,490.995476,495.116158,496.86434,476.377522,474.303204,451.523887,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5533.478939,5203.437955,5004.41447,4821.270985,5074.465,5552.6575,6257.8475,5985.15,5525.645,5495.25,5314.5375,6272.998135,6263.34877,2902.961904,3153.190039,3701.670674,4666.15702,3716.105867,7877.577213,3632.538559,9053.977406,11140.46478,5189.367144,4618.607013,3132.544383,2891.961752,2468.040165,3844.721079,2793.709493,1887.447906,3434.49382,,,
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8576.118645,8776.528616,8801.541087,8821.828559,8895.56103,8973.411002,10057.84246,10162.50642,11127.50537,10025.53183,11461.48329,9645.203311,8592.765837,11064.61836,9834.498387,10361.17841,10452.52818,10689.15544,11237.14521,9086.687478,10128.07224,10836.4141,9465.810964,10088.45782,9878.119684,10047.98904,10876.17167,10032.4393,10304.31194,9538.027066,10108.5047,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68724.01167,70008.9684,72529.72961,74139.71518,75869.32954,78919.2907,80954.37193,82166.05731,84675.83671,84063.52729,84876.41692,86085.38503,87741.57485,88343.03285,90993.96605,91471.90318,93494.07806,92519.10765,88808.8907,85752.56296,86175.30233,87322.07291,87736.72586,90693.95833,93075.17433,93503.18789,95780.50859,100099.9216,103366.5221,103220.225,100143.3855,,,
Central Europe and the Baltics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154261.5437,146556.5015,138974.3656,130919.8464,123560.0919,120041.3451,119331.1263,117358.464,113279.7216,110121.064,106716.1961,104010.0527,102712.5061,103595.8634,101775.5767,101670.3542,101551.6381,100657.6443,99912.22759,97876.20475,98083.96882,94991.17562,93882.13381,92471.0019,91229.93492,90808.15801,89221.38987,89374.46298,89372.52861,88522.94174,88142.08485,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6438.125825,6346.143956,6273.71155,6242.844056,6196.148778,6140.650605,6138.202015,5931.032951,5867.316254,5738.638824,5680.136644,5731.175479,5691.832038,5598.718757,5521.290386,5554.864987,5559.279111,5514.73184,5591.203393,5522.457413,5528.269765,5424.431338,5395.277672,5345.168296,5277.873312,5224.814676,5206.999464,5162.609488,5128.934511,5041.752034,4975.239558,,,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10067.82959,10219.21656,10504.26854,10846.55052,11240.5725,11478.79083,11747.17167,12143.79,12367.67333,12497.34917,12473.5525,12335.39417,12134.98583,11966.7975,11974.28667,11821.84083,11628.2525,11323.085,11763.2375,11900.7075,12395.85,12438.26881,12704.62263,11597.70644,10825.18526,10595.63907,10901.44588,11032.67018,11454.03699,11657.5438,11795.5356,,,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763743.9634,773392.9144,779114.113,788426.504,810837.6825,848271.6636,856491.9948,811435.9759,813369.6545,807817.9232,807417.2368,800529.1555,793448.8666,818239.3002,864479.5989,901769.085,940300.2025,969728.9275,987719.575,1017352.598,1065645.775,1112586.85,1113082.918,1136038.588,1149171.233,1147403.83,1107003.366,1116767.24,1147167.921,1163215.195,1186285.181,,,
Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3956.222143,6503.022857,9091.216071,11480.83179,14083.2175,14441.24083,14708.17417,15054.115,15262.78333,15594.81167,15902.22,15402.94552,15150.24353,14120.72405,12896.52206,13114.74258,12427.9106,11517.73361,10498.25913,9496.119643,8703.230159,8161.303175,7507.56869,7852.256883,7371.587576,7266.493269,7975.878169,7794.963069,7734.040469,7780.217869,7980.365269,,,
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14246.12853,18086.73452,17743.57551,16316.48901,14796.86,14383.79167,15090.75833,15702.99,16594.53917,16738.50333,17725.8325,16959.23149,16829.64548,17504.42697,16511.68846,17049.33494,16363.80362,15958.9273,15682.41598,15105.21466,14852.86833,14523.08322,14744.6956,15502.72048,16015.68786,17335.17774,17786.41228,16892.57183,17049.17887,17422.17091,17797.74545,,,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21776.6537,21893.63715,22207.0606,23268.35655,24442.7775,24626.6276,22668.76229,22833.84449,23257.06918,22402.56387,22345.92356,23612.15354,26294.76602,28191.68351,29202.62457,29230.89813,29798.40685,28810.43807,29873.8743,29999.41552,31219.52925,30894.80104,29716.80534,31158.24463,32010.77392,33015.38321,33572.51595,35411.26868,34282.00641,35279.79664,35684.20937,,,
"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5723.369677,5712.668463,6080.184749,5991.826035,5563.867321,5848.876033,6061.055998,6715.380963,7587.873428,8000.390893,8082.145858,7718.32126,6708.709161,7043.259562,7424.702464,8441.557865,9402.445911,7871.288957,8158.189503,8914.790049,9991.025595,9705.046609,9028.697623,8362.151137,8142.34965,7983.838164,7720.912605,8476.737046,10161.13149,10589.08843,9957.260368,,,
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57093.07,56760.81,57837.81,59005.6075,60359.315,61894.1175,62948.3725,62978.9275,64326.0825,62753.2675,62671.1975,63538.7725,63398.2025,64635.26,65405.8575,65811.68649,66175.05142,67897.76385,69091.04628,70318.52872,73090.65865,71919.59581,70257.18547,70987.58762,70942.35978,69476.75694,70164.07757,72050.92571,75182.89885,78081.48948,77156.40012,,,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.907518,153.852514,157.565009,161.215005,162.08,164.247495,166.276829,168.343662,172.937996,174.799829,155.441662,167.972692,171.803721,165.937251,168.48828,171.284309,186.5272,166.26259,188.372981,190.975871,202.243762,217.107869,224.234476,228.143583,235.10269,238.401798,234.504512,236.427227,236.774941,237.035156,236.81787,,,
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.150374,78.004178,85.522982,87.779285,84.388089,87.754393,82.046514,82.298636,84.135757,81.757879,78.05,76.539964,78.494928,77.954892,83.909856,83.82482,82.443187,80.431554,80.334921,85.113288,88.224155,89.2332,90.422245,91.771289,93.065334,94.406878,95.785023,87.993168,88.471312,89.104457,93.207601,,,
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976.46,4034.175,4073.7875,4150.9175,3920.65,3657.9575,3671.675,3681.1,3797.9775,3778.615,3801.0975,3733.4775,3663.1125,3605.9525,3574.2775,3704.1725,3698.390615,3889.55873,4043.486846,4101.577461,4171.650576,4263.793212,4206.285848,4286.028483,4298.688619,4343.133755,4492.089234,4631.954712,4814.065191,4919.66067,4650.441149,,,
Caribbean small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20889.52698,21346.28643,21570.45589,19988.19035,18763.45731,17635.04369,16856.24501,15573.74133,14472.68242,13931.83352,13121.34342,13551.75739,13966.04387,15498.02784,15697.47931,16241.77234,17168.18235,17362.72653,17583.10071,17837.86739,18127.83497,18141.31838,18122.54929,18350.8402,18377.37111,17936.75703,16788.65493,16978.58783,17008.47574,17197.42364,16570.62404,,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12556.085,12158.1075,12083.785,11117.135,11459.6475,11228.96,11873.8375,11740.23761,11678.54022,11386.23033,11364.67044,11190.33791,11304.68289,11456.90786,10990.58033,10323.54531,10650.83757,10723.42483,10964.5521,11562.87436,11419.94662,11747.94838,11731.06764,11758.8744,11721.97115,11230.41541,11355.80267,10948.58992,11013.14468,10837.05943,10377.33169,,,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
